127.0.0.1, 2011-09-27 22:47:19, GET, /, HTTP/1.1, 303, 0.001698
127.0.0.1, 2011-09-27 23:00:30, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000823
127.0.0.1, 2011-09-27 23:00:30, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000514
127.0.0.1, 2011-09-27 23:00:30, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000574
127.0.0.1, 2011-09-27 23:00:30, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000518
127.0.0.1, 2011-09-27 23:00:30, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000657
127.0.0.1, 2011-09-27 23:00:30, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000607
127.0.0.1, 2011-09-27 23:00:30, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000637
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/default/index, HTTP/1.1, 200, 0.033245
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000925
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000566
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000544
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000490
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000572
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000564
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000506
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000578
127.0.0.1, 2011-09-27 23:00:33, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000763
127.0.0.1, 2011-09-27 23:00:35, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000695
127.0.0.1, 2011-09-27 23:00:35, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.002565
127.0.0.1, 2011-09-27 23:00:35, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.004168
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/default/index, HTTP/1.1, 200, 0.034746
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001263
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000616
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000659
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000625
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000707
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000894
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000523
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000723
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000536
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000610
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000651
127.0.0.1, 2011-09-27 23:00:49, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000583
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/default/index, HTTP/1.1, 200, 0.040376
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000473
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000610
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000792
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000633
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000782
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000545
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000532
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000686
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.015071
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000637
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000635
127.0.0.1, 2011-09-27 23:00:55, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000827
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/default/index, HTTP/1.1, 200, 0.032821
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001096
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000525
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000608
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000629
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000552
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000482
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000599
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000819
127.0.0.1, 2011-09-27 23:02:56, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000744
127.0.0.1, 2011-09-27 23:02:57, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000708
127.0.0.1, 2011-09-27 23:02:57, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000867
127.0.0.1, 2011-09-27 23:02:57, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000673
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/default/index, HTTP/1.1, 200, 0.032974
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001137
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000546
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000544
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000468
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000600
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000434
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000500
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000573
127.0.0.1, 2011-09-27 23:03:06, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000420
127.0.0.1, 2011-09-27 23:03:07, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000821
127.0.0.1, 2011-09-27 23:03:07, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000782
127.0.0.1, 2011-09-27 23:03:07, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000641
127.0.0.1, 2011-09-27 23:06:06, GET, /welcome/default/index, HTTP/1.1, 303, 0.018650
127.0.0.1, 2011-09-27 23:06:06, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.018455
127.0.0.1, 2011-09-28 09:37:34, GET, /, HTTP/1.1, 303, 0.001699
127.0.0.1, 2011-09-28 09:37:35, GET, /welcome/default/index, HTTP/1.1, 303, 1.626246
127.0.0.1, 2011-09-28 09:37:35, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.022017
127.0.0.1, 2011-09-28 09:37:35, GET, /favicon.ico, HTTP/1.1, 400, 0.000643
127.0.0.1, 2011-09-28 09:37:35, GET, /favicon.ico, HTTP/1.1, 400, 0.000518
127.0.0.1, 2011-09-28 09:39:40, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.019752
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.027241
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/css/handheld.css, HTTP/1.1, 200, 0.000772
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/css/superfish.css, HTTP/1.1, 200, 0.000603
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 200, 0.000641
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.000693
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/css/anytime.css, HTTP/1.1, 200, 0.000538
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/js/anytime.js, HTTP/1.1, 200, 0.000525
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/css/base.css, HTTP/1.1, 200, 0.000479
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/js/superfish.js, HTTP/1.1, 200, 0.000702
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 200, 0.000534
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 200, 0.000604
127.0.0.1, 2011-09-28 09:44:48, GET, /welcome/static/favicon.ico, HTTP/1.1, 200, 0.001198
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.027968
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001248
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000511
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000479
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000668
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000752
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000557
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000586
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000482
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000723
127.0.0.1, 2011-09-28 09:46:01, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000616
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.026345
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001223
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000545
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000523
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000473
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000527
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000579
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000722
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.001037
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000695
127.0.0.1, 2011-09-28 09:46:48, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000602
127.0.0.1, 2011-09-28 09:46:49, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.031566
127.0.0.1, 2011-09-28 09:46:49, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000725
127.0.0.1, 2011-09-28 09:46:49, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000579
127.0.0.1, 2011-09-28 09:46:49, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000541
127.0.0.1, 2011-09-28 09:46:49, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000542
127.0.0.1, 2011-09-28 09:46:49, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000465
